yes,yes,yes,more_or_less,"yes, Design a decision tree model to help farmers in India predict the optimal time for sowing crops based on key parameters such as soil type, rainfall patterns, and historical crop data. Identify at least three important features for this prediction task and explain how these features would be used to split the decision tree. Justify why these features are crucial for accurate predictions. Additionally, discuss potential challenges in implementing this system and propose solutions to address them. Provide a visual representation or textual description of the decision tree splits based on your selected features.",yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, ""What is a decision tree, and what are its two primary components?""",yes,yes,yes,understand
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, ""Consider a decision tree used for predicting rainfall patterns in India based on historical weather data. How would you analyze the structure of this decision tree and what insights can be drawn from its branches?""",yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,"yes, ""Develop a novel method that integrates decision trees with another machine learning algorithm to enhance flood prediction models in India. Justify your choice of integration and describe how it mitigates current shortcomings.""",yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,remember
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,"yes, How would you use a decision tree model to predict whether people will play cricket based on weather conditions such as temperature, humidity, and wind speed?",yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,remember
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,no,yes,more_or_less,yes,yes,no,maybe,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,no,yes,more_or_less,yes,yes,no,maybe,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,no,yes,more_or_less,yes,yes,yes,maybe,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,understand
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,no,yes,more_or_less,yes,no,no,maybe,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,remember
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,no,yes,more_or_less,yes,yes,yes,maybe,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,no,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,maybe,create
yes,yes,yes,more_or_less,no,yes,yes,yes,remember
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,no,yes,more_or_less,yes,yes,no,maybe,remember
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,maybe,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,remember
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,"yes, ""Compare and contrast a gradient boosting model with a simple logistic regression model for predicting irrigation efficiency in Indian states with varying climatic conditions. Justify your evaluation by discussing expected outcomes from different sub-groups.""",yes,yes,yes,evaluate
yes,yes,yes,more_or_less,"yes, ""Design an enhanced version of a gradient boosted model using XGBoost, incorporating additional features such as historical weather patterns and satellite imagery. Explain how this extended model would improve predictions for crop health in India's diverse agro-climatic zones.""",no,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,remember
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,"yes, ""Given a dataset on Indian agricultural yields and various factors affecting them such as rainfall and temperature variation, identify potential issues that could arise when applying Gradient Boosted Trees for prediction. How would you analyze data quality in terms of missing values versus outliers?""",yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, ""What are some common features that could be used as input variables when building a Gradient Boosted Tree Model for predicting the GDP values of Indian cities?""",yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,"yes, ""Using the Scikit-learn library, write a Python code snippet to build a Gradient Boosted Tree Model and make predictions on a given sample dataset of Indian companies with their financial data (e.g., revenue, profit, employee count).""",yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,"yes, ""You have been tasked with building a Gradient Boosted Tree Model to predict the price of new real estate projects in Indian cities. Design an appropriate feature set and propose a strategy for tuning hyperparameters to improve model accuracy.""",yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, ""What is the main distinction between a Decision Tree and a Gradient Boosted Tree?""",yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,"yes, ""You are provided with a dataset containing details about properties in Bengaluru, including price, location, number of bedrooms, and square footage. Train a Gradient Boosted Tree model using this dataset to predict housing prices. Include the code and briefly explain each step of your process.""",yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,"yes, ""Assess the effectiveness of your Gradient Boosted Tree model using metrics like Mean Absolute Error (MAE) or Root Mean Squared Error (RMSE). Determine if the model's performance is satisfactory for its intended use and propose any potential enhancements.""",yes,yes,yes,evaluate
yes,yes,yes,more_or_less,"yes, ""Develop a custom loss function for your Gradient Boosted Tree model that addresses the unique requirements of the Hyderabad housing market, such as penalizing underestimates more than overestimates to account for competitive pricing. Write the code for this custom loss function and use it to train the model. Explain how this customization can enhance prediction accuracy for the Hyderabad housing market.""",yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,remember
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,"yes, How would you use a gradient boosted tree model to predict pollution levels given a dataset on air quality in various Indian cities? Outline the steps you would take.",yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, ""What is the main goal of applying gradient boosting to tree-based models?""",yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,"yes, ""Identify and describe three crucial hyperparameters that have a significant influence on the performance of a Gradient Boosted Tree model.""",yes,yes,yes,analyze
yes,yes,yes,more_or_less,"yes, ""Identify and explain the key components of a Gradient Boosted Tree (GBT) model, and analyze how each component enhances its predictive capabilities.""",yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, ""What is 'Gradient Descent' and how does it contribute to the training process of a Gradient Boosted Tree Model?""",yes,yes,yes,apply
yes,no,yes,more_or_less,yes,no,no,maybe,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,remember
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,no,yes,more_or_less,yes,no,no,maybe,create
yes,yes,yes,"1. yes
2. yes
3. more_or_less",yes,yes,yes,yes,"1. remember
2. remember
3. understand"
yes,yes,yes,yes,yes,yes,yes,yes,"- Understandable: yes
 - TopicRelated: yes
 - Grammatical: yes
 - Clear: yes
 - Rephrase: no
 - Answerable: yes
 - Central: yes
 - WouldYouUseIt: yes
 - SkillLevel: understand"
yes,yes,yes,"1. yes
2. more_or_less
3. yes",yes,yes,yes,yes,- SkillLevel: apply
yes,yes,yes,"1. yes
2. more_or_less
3. yes",yes,yes,yes,yes,"1. analyze
2. apply
3. understand"
yes,yes,yes,"1. yes
2. more_or_less
3. no","1. yes; Given two linear regression models with R-squared values of 0.85 and 0.9, which model is better and why?
2. yes; After fitting a logistic regression model, you find that the AUC-ROC score is 0.65. Is this model performing well? Explain your reasoning.
3. yes; Compare and contrast two MLP architectures: one with three hidden layers and another with only one hidden layer. Which might perform better for a specific task and why?","1. yes
2. yes
3. no","1. yes
2. yes
3. yes",yes,"1. analyze
2. evaluate
3. analyze"
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,yes,yes,yes,yes,yes,remember
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,no,yes,yes,create
yes,yes,yes,more_or_less,yes,no,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,remember
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,"yes, ""Compare and contrast the advantages and disadvantages of using batch gradient descent versus stochastic gradient descent in the context of large-scale Indian healthcare datasets (e.g., hospital records for predicting disease spread). Discuss how these choices impact convergence speed and computational resources.""",yes,yes,yes,evaluate
yes,no,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,no,yes,maybe,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,understand
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,maybe,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,remember
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,"yes, ""Compare the convergence behavior of Stochastic Gradient Descent (SGD) with Batch Gradient Descent on a non-convex optimization problem, such as the quadratic function f(x) = x^2 + 0.1sin(10x). Identify and discuss the factors that contribute to faster convergence in one algorithm compared to the other.""",yes,yes,yes,analyze
yes,yes,yes,more_or_less,"yes, ""Compare the effectiveness of Stochastic Gradient Descent (SGD) with other optimization algorithms such as Momentum and Nesterov Accelerated Gradient (NAG) on a high-dimensional dataset. What are the advantages and disadvantages of each algorithm?""",yes,yes,yes,evaluate
yes,yes,yes,more_or_less,"yes, Design a new variant of Stochastic Gradient Descent that incorporates feedback from an online learning system used in Indian educational institutions. Explain how this variant would enhance both the convergence rate and accuracy when applied to real-world datasets.",yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, ""What are the main differences between Gradient Descent and Stochastic Gradient Descent?""",yes,yes,yes,apply
yes,yes,yes,more_or_less,"yes, How does the learning rate impact the performance of Stochastic Gradient Descent (SGD)? Provide an example using a hypothetical e-commerce company in India that aims to improve its recommendation system.",yes,yes,yes,analyze
yes,yes,yes,more_or_less,"yes, The update rule for the parameters \(\theta\) using SGD with a learning rate \(\alpha\) and given gradient of the loss function is:
\[ \theta := \theta - \alpha \nabla_\theta L(\theta) \]",yes,yes,yes,apply
yes,yes,yes,more_or_less,"yes, Discuss how the provided code snippet for Stochastic Gradient Descent (SGD) ensures that each parameter update is based on a single training example. What are the potential advantages and disadvantages of this approach?",yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,no,yes,maybe,evaluate
yes,yes,yes,more_or_less,"yes, Design a new variant of Stochastic Gradient Descent (SGD) called ""BharatSGD,"" specifically tailored for processing large-scale datasets commonly found in India, such as telecom user data or agricultural data. Describe the key features of BharatSGD and explain how it addresses challenges like scalability and data variability. Provide a brief pseudo-code to illustrate how BharatSGD works.",yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, ""What is Stochastic Gradient Descent (SGD), and how does it differ from Batch Gradient Descent?""",yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,"yes, ""What are the potential drawbacks of using Stochastic Gradient Descent (SGD) for training a deep learning model aimed at enhancing image recognition capabilities within India's agricultural sector? Provide recommendations to mitigate these challenges.""",yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, What is a simple definition of Stochastic Gradient Descent (SGD)?",yes,yes,yes,understand
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,"yes, ""Compare the effects of using different learning rates (e.g., 0.1 vs. 0.01) on the convergence speed and model performance during stochastic gradient descent (SGD) optimization. Explain your reasoning.""",yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, ""What is Stochastic Gradient Descent (SGD), and what role does the learning rate play in this algorithm?""",yes,yes,yes,understand
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, Which step is NOT involved in the backpropagation algorithm for training an artificial neural network?",yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,maybe,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,no,yes,more_or_less,yes,no,no,maybe,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, ""What is the primary objective behind the design of backpropagation?""",yes,yes,yes,remember
yes,yes,yes,more_or_less,"yes, How does backpropagation enable an artificial neuron in a neural network to function?",yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,no,more_or_less,"yes, Why do neural networks with multiple hidden layers require a different learning algorithm compared to single-layer neural networks?",yes,yes,maybe,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,"yes, ""Design an Artificial Neural Network (ANN) that uses backpropagation to solve an image recognition problem. Specify the types of layers it will have and the number of neurons in each layer. Justify your choice of these architectural parameters.""",yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, What is the main objective of backpropagation in machine learning?",yes,yes,yes,understand
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, What is the fundamental principle underlying the Backpropagation algorithm?",yes,yes,yes,remember
yes,yes,yes,more_or_less,"yes, How does the error term in backpropagation influence weight updates for a neural network? Provide an example using an Indian e-commerce company trying to predict customer preferences.",yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, Implement the Backpropagation algorithm for a simple neural network with one hidden layer to classify images of Indian festivals such as Diwali and Holi. Assume you have labeled data available for both training and testing purposes.",yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,yes,no,yes,yes,yes,remember
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,"yes, How would you implement the backpropagation algorithm to update the weights in a simple neural network with one hidden layer after completing a forward pass?",yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,"yes, ""Develop a new modification for the traditional backpropagation algorithm that could help mitigate overfitting in neural networks used for image recognition tasks, particularly when dealing with datasets representative of Indian demographics.""",yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, ""What are the three primary stages of the Backpropagation algorithm?""",yes,yes,yes,apply
yes,yes,yes,more_or_less,"yes, How does gradient descent function within the backpropagation process?",yes,yes,yes,apply
yes,yes,yes,more_or_less,"yes, ""Implement and apply the Backpropagation algorithm to train a basic neural network using a dataset containing traffic patterns from various Indian cities.""",yes,yes,yes,create
yes,no,yes,more_or_less,yes,no,no,maybe,evaluate
yes,no,yes,more_or_less,yes,no,no,maybe,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,remember
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, ""You are comparing two different activation functions—ReLU and Sigmoid—for a neural network designed to classify satellite images of monsoon patterns over India. Based on your understanding of backpropagation and the characteristics of each function, which activation function would you recommend and why? Critically assess the potential trade-offs.""",yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,remember
yes,yes,yes,more_or_less,"yes, ""Explain how Sobel operators are used in edge detection. How do these operators contribute to enhancing image features for subsequent computer vision tasks?""",yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,no,yes,more_or_less,"yes, ""What was the initial key development milestone achieved by Yann LeCun that led to him winning his Nobel Prize?""",no,no,no,remember
yes,yes,yes,more_or_less,"yes, Can you explain how a convolution operation works in image processing by providing an example related to edge detection or feature extraction?",yes,yes,yes,evaluate
yes,yes,yes,more_or_less,"yes, ""Write Python code using TensorFlow to create a basic Convolutional Neural Network (CNN) architecture for classifying images from the MNIST dataset.""",yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, ""Describe the key stages involved in training a Convolutional Neural Network (CNN), including data preprocessing techniques such as normalization and augmentation specific to computer vision tasks.""",yes,yes,yes,apply
yes,yes,yes,more_or_less,"yes, Compare max-pooling and average-pooling approaches in terms of their impact on performance metrics when used within Convolutional Neural Networks for object detection.",yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,remember
yes,yes,yes,more_or_less,"yes, ""Explain the distinctions between color quantization and color indexing techniques used in image segmentation. Include examples of each technique and discuss their real-world applications.""",yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,"yes, ""Assess the effectiveness of a leading-edge computer vision algorithm (such as SSD or Faster R-CNN) using a publicly accessible dataset like PASCAL VOC. Conduct a critical evaluation that highlights both the strengths and weaknesses of the algorithm, discussing its limitations and suggesting potential improvements.""",yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, What are the three primary categories of image classification challenges frequently faced in computer vision projects within India?",yes,yes,maybe,understand
yes,yes,yes,more_or_less,"yes, ""Describe the concept of convolution and its application in Convolutional Neural Networks (CNNs). Provide an example using Indian traffic signs to illustrate your explanation.""",yes,yes,yes,evaluate
yes,yes,yes,more_or_less,"yes, How would you utilize a pre-trained CNN model such as ResNet to classify various types of Indian mangoes using their images? Additionally, outline any necessary preprocessing steps.",yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, What is the purpose of convolution operations in Convolutional Neural Networks? Consider how a feature extractor might work on images from traditional Indian art forms such as Madhubani paintings to identify distinct patterns and colors.",yes,yes,yes,analyze
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,"yes, ""Given a dataset of Indian cuisine images, describe how you would design a CNN architecture to classify these images into different types such as North Indian, South Indian, and Continental dishes. Include input layer specifications considering the variety in visual features like spices used or cooking methods visible in the images.""",yes,yes,yes,create
yes,yes,yes,more_or_less,"yes, ""Compare and contrast the use of ReLU activation functions versus Tanh activation functions in a CNN for processing images of Indian textiles. Discuss scenarios where one might be preferred over the other, considering their impact on capturing intricate patterns in saree or dhoti designs.""",yes,yes,yes,analyze
yes,yes,yes,more_or_less,"yes, ""Assess the effectiveness of using data augmentation techniques such as rotation, scaling, and flipping on a dataset of Indian classical dance forms for training Convolutional Neural Networks (CNNs). Discuss the potential benefits and drawbacks, considering how these augmentations might improve model performance by addressing cultural nuances in pose variations present in the images.""",yes,yes,yes,evaluate
yes,yes,yes,more_or_less,"yes, Design a novel CNN architecture tailored to recognize and classify different types of Indian festivals based on image data. Incorporate unique cultural elements such as traditional attire, fireworks, or specific decorations into your design. Explain your design choices and propose how you might integrate attention mechanisms to focus on significant aspects like Diwali lights or Holi colors that are distinctive in festival images.",yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,apply
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,"yes, How would you implement the YOLO (You Only Look Once) algorithm for real-time pedestrian detection in traffic videos, and what advantages does it offer compared to traditional object detection methods?",yes,yes,yes,create
yes,yes,yes,more_or_less,yes,yes,yes,yes,evaluate
yes,yes,yes,more_or_less,yes,yes,yes,yes,analyze
yes,yes,yes,more_or_less,"yes, Design a custom Convolutional Neural Network (CNN) architecture for a real-world problem in India, such as agricultural yield estimation using satellite images or traffic sign recognition. Clearly outline each layer of your CNN and explain how it contributes to solving the chosen problem.",yes,yes,yes,create
